sheet	range	group	formula	count	cached	error
CashRegister-Recipts-Chalebagh	A1		LET(\nsheetName,"تعداد فیش هرشب بجز سالن",\ndataRange,"A:D",\nIMPORT_FROM_SHEET(SheetsFileId_CashRegister_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
CashRegister-Recipts-Naharkhora	A1		LET(\nsheetName,"تعداد فیش هرشب بجز سالن",\ndataRange,"A:D",\nIMPORT_FROM_SHEET(SheetsFileId_CashRegister_Naharkhoran,sheetName,dataRange)\n)	1	#REF!	#REF!
Warehouse-Waste	A1		LET(\nsheetName,"ضایعات",\ndataRange,"A:I",\nIMPORT_FROM_SHEET(SheetsFileId_Warehouse_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Prep-Waste	A1		LET(\nsheetName,"ضایعات",\ndataRange,"A:E",\nIMPORT_FROM_SHEET(SheetsFileId_PrepSection_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Accounting-CashRegisterClosingR	A1		LET(\nsheetName,"گزارش بستن صندوق",\ndataRange,"A:E",\nIMPORT_FROM_SHEET(SheetsFileId_Accounting_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Prep-Dough	A1		LET(\nsheetName,"خمیر",\ndataRange,"A:E",\nIMPORT_FROM_SHEET(SheetsFileId_PrepSection_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Prep-PrepOutputToWarehouse	A1		LET(\nsheetName,"خروجی آماده سازی به انبار",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_PrepSection_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Prep-PrepInputFromWarehouse	A1		LET(\nsheetName,"ورودی آماده سازی از انبار",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_PrepSection_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Warehouse-WarehouseOutputToPrep	A1		LET(\nsheetName,"خروجی انبار به آماده سازی",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Warehouse_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Warehouse-WarehouseInputFromPre	A1		LET(\nsheetName,"ورودی انبار از آماده سازی",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Warehouse_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Accounting-Statistics	A1		LET(\nsheetName,"آمار",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Accounting_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Accounting-Mismatch-Chalebagh	A1		LET(\nsheetName,"انحراف آمارگیری شعبه چاله باغ",\ndataRange,"A:AI",\nIMPORT_FROM_SHEET(SheetsFileId_Accounting_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
Accounting-Mismatch-NaharKhoran	A1		LET(\nsheetName,"انحراف آمارگیری شعبه ناهارخوران",\ndataRange,"A:AI",\nIMPORT_FROM_SHEET(SheetsFileId_Accounting_Chalebagh,sheetName,dataRange)\n)	1	#REF!	#REF!
