sheet	range	group	formula	count	cached	error
مواد حساس	J28		LET(\ningredientId, DN,\nsinglePizzaSalesData,getPreviousDayRow(Table_SalesData_SinglePizza,Date),\namericanPizzaSalesData,getPreviousDayRow(Table_SalesData_AmericanPizza,Date),\nitalianPizzaSalesData,getPreviousDayRow(Table_SalesData_ItalianPizza,Date),\nstarterSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\nsinTotal,getTotalFoodsIngredientPerDay(ingredientId,singlePizzaSalesData,"Table_Ingredients_SinglePizza",Refresher),\namTotal,getTotalFoodsIngredientPerDay(ingredientId,americanPizzaSalesData,"Table_Ingredients_AmericanPizza",Refresher),\nitTotal,getTotalFoodsIngredientPerDay(ingredientId,italianPizzaSalesData,"Table_Ingredients_ItalianPizza",Refresher),\nsum, SUM(amTotal,itTotal,sinTotal,stTotal),\ncalcBuffer(FN,CONVERT_GR_TO_KG(sum))\n)	1	Loading...	Loading...
مواد حساس	F29		LET(\ningredientId, DN,\nfriedSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Fried,Date),\nsandwichSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Sandwich,Date),\nfrTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nsanTotal, getTotalFoodsIngredientPerDay(ingredientId,sandwichSalesData,"Table_Ingredients_Sandwich",Refresher),\ngetAverage({frTotal,sanTotal})\n)	1	Loading...	Loading...
مواد حساس	G29		LET(\ningredientId, DN,\nfriedSalesData, getLast3DaysRows(Table_SalesData_Fried,Date),\nsandwichSalesData, getLast3DaysRows(Table_SalesData_Sandwich,Date),\nfrTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nsanTotal, getTotalFoodsIngredientPerDay(ingredientId,sandwichSalesData,"Table_Ingredients_Sandwich",Refresher),\ngetTrendCoefficientLast3Days({frTotal,sanTotal})\n)	1	Loading...	Loading...
مواد حساس	H29		HN	1	1.15	
مواد حساس	I29		LET(\nfarangiData, getPreviousDayRow(Table_Fried_Last,Date),\ngetIngredientValueById(DN,farangiData,Refresher)\n)	1	Loading...	Loading...
مواد حساس	J29		LET(\ningredientId, DN,\nfriedSalesData, getPreviousDayRow(Table_SalesData_Fried,Date),\nsandwichSalesData, getPreviousDayRow(Table_SalesData_Sandwich,Date),\nfrTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nsanTotal, getTotalFoodsIngredientPerDay(ingredientId,sandwichSalesData,"Table_Ingredients_Sandwich",Refresher),\nsum, SUM(frTotal,sanTotal),\ncalcBuffer(FN,sum)\n)	1	Loading...	Loading...
مواد حساس	F30		LET(\ningredientId, DN,\nfriedSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Fried,Date),\nsandwichSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Sandwich,Date),\nfrTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nsanTotal, getTotalFoodsIngredientPerDay(ingredientId,sandwichSalesData,"Table_Ingredients_Sandwich",Refresher),\ngetAverage({frTotal,sanTotal})\n)	1	Loading...	Loading...
مواد حساس	G30		LET(\ningredientId, DN,\nfriedSalesData, getLast3DaysRows(Table_SalesData_Fried,Date),\nsandwichSalesData, getLast3DaysRows(Table_SalesData_Sandwich,Date),\nfrTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nsanTotal, getTotalFoodsIngredientPerDay(ingredientId,sandwichSalesData,"Table_Ingredients_Sandwich",Refresher),\ngetTrendCoefficientLast3Days({frTotal,sanTotal})\n)	1	Loading...	Loading...
مواد حساس	H30		HN	1	1.15	
مواد حساس	I30		LET(\nfarangiData, getPreviousDayRow(Table_Fried_Last,Date),\ngetIngredientValueById(DN,farangiData,Refresher)\n)	1	Loading...	Loading...
مواد حساس	J30		LET(\ningredientId, DN,\nfriedSalesData, getPreviousDayRow(Table_SalesData_Fried,Date),\nsandwichSalesData, getPreviousDayRow(Table_SalesData_Sandwich,Date),\nfrTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nsanTotal, getTotalFoodsIngredientPerDay(ingredientId,sandwichSalesData,"Table_Ingredients_Sandwich",Refresher),\nsum, SUM(frTotal,sanTotal),\ncalcBuffer(FN,sum)\n)	1	Loading...	Loading...
مواد حساس	F31		LET(\ningredientId, DN,\nsaladSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Salad,Date),\nsaTotal, getTotalFoodsIngredientPerDay(ingredientId,saladSalesData,"Table_Ingredients_Salad",Refresher),\ngetAverage(saTotal)\n)	1	Loading...	Loading...
مواد حساس	G31		LET(\ningredientId, DN,\n\nsaladSalesData, getLast3DaysRows(Table_SalesData_Salad,Date),\nsaTotal, getTotalFoodsIngredientPerDay(ingredientId,saladSalesData,"Table_Ingredients_Salad",Refresher),\ngetTrendCoefficientLast3Days(saTotal)\n)	1	Loading...	Loading...
مواد حساس	H31		HN	1	1.15	
مواد حساس	I31		LET(\nfarangiData, getPreviousDayRow(Table_Fried_Last,Date),\ngetIngredientValueById(DN,farangiData,Refresher)\n)	1	Loading...	Loading...
مواد حساس	J31		LET(\ningredientId, DN,\nsaladSalesData, getPreviousDayRow(Table_SalesData_Salad,Date),\nsaTotal, getTotalFoodsIngredientPerDay(ingredientId,saladSalesData,"Table_Ingredients_Salad",Refresher),\nsum, SUM(saTotal),\ncalcBuffer(FN,sum)\n)	1	Loading...	Loading...
مواد حساس	F32		LET(\ningredientId, DN,\nsaladSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Salad,Date),\nsaTotal, getTotalFoodsIngredientPerDay(ingredientId,saladSalesData,"Table_Ingredients_Salad",Refresher),\ngetAverage(saTotal)\n)	1	Loading...	Loading...
مواد حساس	G32		LET(\ningredientId, DN,\n\nsaladSalesData, getLast3DaysRows(Table_SalesData_Salad,Date),\nsaTotal, getTotalFoodsIngredientPerDay(ingredientId,saladSalesData,"Table_Ingredients_Salad",Refresher),\ngetTrendCoefficientLast3Days(saTotal)\n)	1	Loading...	Loading...
مواد حساس	H32		HN	1	1.15	
مواد حساس	I32		LET(\nfarangiData, getPreviousDayRow(Table_Fried_Last,Date),\ngetIngredientValueById(DN,farangiData,Refresher)\n)	1	Loading...	Loading...
مواد حساس	J32		LET(\ningredientId, DN,\nsaladSalesData, getPreviousDayRow(Table_SalesData_Salad,Date),\nsaTotal, getTotalFoodsIngredientPerDay(ingredientId,saladSalesData,"Table_Ingredients_Salad",Refresher),\nsum, SUM(saTotal),\ncalcBuffer(FN,sum)\n)	1	Loading...	Loading...
مواد حساس	F33		LET(\ningredientId, DN,\nstarterSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\ngetAverage(stTotal)\n)	1	Loading...	Loading...
مواد حساس	G33		LET(\ningredientId, DN,\nstarterSalesData, getLast3DaysRows(Table_SalesData_Starter,Date),\ntotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\ngetTrendCoefficientLast3Days(total)\n)	1	Loading...	Loading...
مواد حساس	H33		HN	1	1.15	
مواد حساس	I33		LET(\nfarangiData, getPreviousDayRow(Table_Fried_Last,Date),\ngetIngredientValueById(DN,farangiData,Refresher)\n)	1	Loading...	Loading...
مواد حساس	J33		LET(\ningredientId, DN,\nstarterSalesData, getPreviousDayRow(Table_SalesData_Starter,Date),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\nsum, SUM(stTotal),\ncalcBuffer(FN,sum)\n)	1	Loading...	Loading...
مواد حساس	F34		LET(\ningredientId, DN,\nstarterSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nfriedSalesData, getSameWeekdayRowsLast30Days(Table_SalesData_Fried,Date),\nstTotal, getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\nfriTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\naverage,getAverage({stTotal,friTotal}),\nCONVERT_GR_TO_KG(average)\n)	1	Loading...	Loading...
مواد حساس	G34		LET(\ningredientId, DN,\nstarterSalesData, getLast3DaysRows(Table_SalesData_Starter,Date),\nfriedSalesData, getLast3DaysRows(Table_SalesData_Fried,Date),\n\nstTotal, getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\nfriTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\ngetTrendCoefficientLast3Days({stTotal,friTotal})\n)	1	Loading...	Loading...
مواد حساس	H34		HN	1	1.15	
مواد حساس	I34		LET(\nfarangiData, getPreviousDayRow(Table_Fried_Last,Date),\ntotalGr, getIngredientValueById(DN,farangiData,Refresher),\nCONVERT_GR_TO_KG(totalGr)\n)	1	Loading...	Loading...
مواد حساس	J34		LET(\ningredientId, DN,\nstarterSalesData, getPreviousDayRow(Table_SalesData_Starter,Date),\nfriedSalesData, getPreviousDayRow(Table_SalesData_Fried,Date),\nstTotal, getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\nfriTotal, getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nsum, SUM(stTotal,friTotal),\ncalcBuffer(FN,CONVERT_GR_TO_KG(sum))\n)	1	Loading...	Loading...
مواد عادی	F3		LET(\ningredientId, DN,\nstarterSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nfriedSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Fried,Date),\nfriTotal,getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\ngetAverage({friTotal, stTotal})\n)	1	Loading...	Loading...
مواد عادی	F4		LET(\ningredientId, DN,\nstarterSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nfriedSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Fried,Date),\nfriTotal,getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\ngetAverage({friTotal, stTotal})\n)	1	Loading...	Loading...
مواد عادی	F5		LET(\ningredientId, DN,\nitalianPizzaSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_ItalianPizza,Date),\nitTotal,getTotalFoodsIngredientPerDay(ingredientId,italianPizzaSalesData,"Table_Ingredients_ItalianPizza",Refresher),\ngetAverage(itTotal)\n)	1	Loading...	Loading...
مواد عادی	F6		LET(\ningredientId, DN,\nstarterSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\namericanPizzaSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_AmericanPizza,Date),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\namTotal,getTotalFoodsIngredientPerDay(ingredientId,americanPizzaSalesData,"Table_Ingredients_AmericanPizza",Refresher),\ngetAverage({amTotal,stTotal})\n)	1	Loading...	Loading...
مواد عادی	F10		LET(\ningredientId, DN,\nitalianPizzaSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_ItalianPizza,Date),\nitTotal,getTotalFoodsIngredientPerDay(ingredientId,italianPizzaSalesData,"Table_Ingredients_ItalianPizza",Refresher),\ngetAverage(itTotal)\n)	1	Loading...	Loading...
مواد عادی	F11		LET(\ningredientId, DN,\nstarterSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nfriedSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Fried,Date),\nfriTotal,getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\ngetAverage({friTotal, stTotal})\n)	1	Loading...	Loading...
مواد عادی	F14		LET(\ningredientId, DN,\nsinglePizzaSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_SinglePizza,Date),\namericanPizzaSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_AmericanPizza,Date),\nitalianPizzaSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_ItalianPizza,Date),\nstarterSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\nsinTotal,getTotalFoodsIngredientPerDay(ingredientId,singlePizzaSalesData,"Table_Ingredients_SinglePizza",Refresher),\namTotal,getTotalFoodsIngredientPerDay(ingredientId,americanPizzaSalesData,"Table_Ingredients_AmericanPizza",Refresher),\nitTotal,getTotalFoodsIngredientPerDay(ingredientId,italianPizzaSalesData,"Table_Ingredients_ItalianPizza",Refresher),\ngetAverage({amTotal,itTotal,sinTotal,stTotal})\n)	1	Loading...	Loading...
مواد عادی	F30		LET(\ningredientId, DN,\nsandwichSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Sandwich,Date),\nsanTotal,getTotalFoodsIngredientPerDay(ingredientId,sandwichSalesData,"Table_Ingredients_Sandwich",Refresher),\ngetAverage(sanTotal)\n)	1	Loading...	Loading...
مواد عادی	F31		LET(\ningredientId, DN,\nsandwichSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Sandwich,Date),\nsanTotal,getTotalFoodsIngredientPerDay(ingredientId,sandwichSalesData,"Table_Ingredients_Sandwich",Refresher),\ngetAverage(sanTotal)\n)	1	Loading...	Loading...
مواد عادی	D32		AI("fill with constant numbers started from 71 and increase by one for each row")	1	71	
مواد عادی	D33		AI("fill with constant numbers started from 71 and increase by one for each row")	1	72	
مواد عادی	D35		AI("fill with constant numbers started from 71 and increase by one for each row")	1	74	
مواد عادی	F35		LET(\ningredientId, DN,\nstarterSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\ngetAverage(stTotal)\n)	1	Loading...	Loading...
مواد عادی	D36		AI("fill with constant numbers started from 71 and increase by one for each row")	1	75	
مواد عادی	D37		AI("fill with constant numbers started from 71 and increase by one for each row")	1	76	
مواد عادی	D38		AI("fill with constant numbers started from 71 and increase by one for each row")	1	77	
مواد عادی	D39		AI("fill with constant numbers started from 71 and increase by one for each row")	1	78	
مواد عادی	D41		AI("fill with constant numbers started from 71 and increase by one for each row")	1	80	
مواد عادی	D42		AI("fill with constant numbers started from 71 and increase by one for each row")	1	81	
مواد عادی	D43		AI("fill with constant numbers started from 71 and increase by one for each row")	1	82	
مواد عادی	D44		AI("fill with constant numbers started from 71 and increase by one for each row")	1	83	
مواد عادی	D45		AI("fill with constant numbers started from 71 and increase by one for each row")	1	84	
مواد عادی	D46		AI("fill with constant numbers started from 71 and increase by one for each row")	1	85	
مواد عادی	D48		AI("fill with constant numbers started from 71 and increase by one for each row")	1	87	
مواد عادی	C79		LET(\ningredientId, DN,\nstarterSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Starter,Date),\nfriedSalesData,getSameWeekdayRowsLast30Days(Table_SalesData_Fried,Date),\nfriTotal,getTotalFoodsIngredientPerDay(ingredientId,friedSalesData,"Table_Ingredients_Fried",Refresher),\nstTotal,getTotalFoodsIngredientPerDay(ingredientId,starterSalesData,"Table_Ingredients_Starter",Refresher),\ngetAverage2({friTotal,stTotal})\n)	1	#NAME?	#NAME?
Table_Ingredients_Pasta	A1		LET(\nsheetName, "پاستا",\ndataRange,"A:N",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_Ingredients_Steak	A1		LET(\nsheetName, "استیک",\ndataRange,"A:F",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_Ingredients_Farangi	A1		LET(\nsheetName, "فرنگی",\ndataRange,"A:G",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_Ingredients_Starter	A1		LET(\nsheetName, "استارتر",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Copy of مواد حساس	J3		PERSIAN_WEEKDAY(HN)	1	Tuesday	
Copy of مواد حساس	N4		AVERAGE(\n  FILTER(\n    INDEX(\n      Table_SalesData_AmericanPizza,,\n      MATCH(HN, INDEX(Table_SalesData_AmericanPizza,1,),0)\n    ),\n\n    ARRAYFORMULA(\n      PERSIAN_WEEKDAY(\n        INDEX(Table_SalesData_AmericanPizza,,1)\n      )\n    ) = PERSIAN_WEEKDAY(HN),\n\n    ARRAYFORMULA(\n      PERSIAN_TO_GREGORIAN(\n        INDEX(Table_SalesData_AmericanPizza,,1)\n      )\n    ) >= PERSIAN_TO_GREGORIAN(HN)-30,\n\n    ARRAYFORMULA(\n      PERSIAN_TO_GREGORIAN(\n        INDEX(Table_SalesData_AmericanPizza,,1)\n      )\n    ) <= PERSIAN_TO_GREGORIAN(HN)\n  )\n)	1	#N/A	#N/A
Copy of مواد حساس	J5		AVERAGE(\n  FILTER(\n    INDEX(Table_SalesData_AmericanPizza,,2),\n    \n    ARRAYFORMULA(\n      PERSIAN_WEEKDAY(\n        INDEX(Table_SalesData_AmericanPizza,,1)\n      )\n    ) = PERSIAN_WEEKDAY(HN),\n\n    ARRAYFORMULA(\n      PERSIAN_TO_GREGORIAN(\n        INDEX(Table_SalesData_AmericanPizza,,1)\n      )\n    ) >= PERSIAN_TO_GREGORIAN(HN)-30,\n\n    ARRAYFORMULA(\n      PERSIAN_TO_GREGORIAN(\n        INDEX(Table_SalesData_AmericanPizza,,1)\n      )\n    ) <= PERSIAN_TO_GREGORIAN(HN)\n  )\n)	1	#N/A	#N/A
Copy of مواد حساس	J9		AVERAGE(\n  FILTER(\n    Table_SalesData_AmericanPizza,\n   \n      PERSIAN_WEEKDAY(\n        INDEX(Table_SalesData_AmericanPizza,,1)\n      )\n    = PERSIAN_WEEKDAY(TEXT(HN))\n  )\n)	1	#N/A	#N/A
Copy of مواد حساس	N9		 getSameWeekdayRowsLast30Days(Table_SalesData_AmericanPizza,HN)	1	Loading...	Loading...
Copy of مواد حساس	H13		MAP(\n  INDEX(Table_SalesData_AmericanPizza,,1),\n  LAMBDA(d, PERSIAN_WEEKDAY(d))\n)	1	Thursday	
Copy of مواد حساس	L15		 HN >LN	1	1	
Copy of مواد حساس	N16		LET(\namFoodIds,{71, 309, 74, 65, 76, 75, 308, 400, 27, 766, 767},\ningredientId,1,\nsalesRows,getSameWeekdayRowsLast30Days(Table_SalesData_AmericanPizza,HN),\ngetTotalFoodsIngredientLast30Days(amFoodIds,ingredientId,salesRows,"Table_Ingredients_AmericanPizza",Refresher)\n)	1	#NAME?	#NAME?
Table_Ingredients_Sandwich	A1		LET(\nsheetName, "ساندویچ",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_Ingredients_Fried	A1		LET(\nsheetName, "سوخاری",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_Pizza_Last	A1		LET(\nsheetName, "موجودی آخر شب",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Pizza,sheetName,dataRange)\n)	1	روز	
Table_Farangi_Last	A1		LET(\nsheetName, "موجودی آخر شب",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Farangi,sheetName,dataRange)\n)	1	روز	
Table_KitchenCounter_Last	A1		LET(\nsheetName, "موجودی آخر شب",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_KitchenCounter,sheetName,dataRange)\n)	1	روز	
Table_Fried_Last	A1		LET(\nsheetName, "موجودی آخر شب",\ndataRange,"A:S",\nIMPORT_FROM_SHEET(SheetsFileId_Fried,sheetName,dataRange)\n)	1	روز	
Table_SalesData_AmericanPizza	A1		LET(\nsheetName, "americanPizza",\ndataRange,"A:M",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_SinglePizza	A1		LET(\nsheetName, "singlePizza",\ndataRange,"A:M",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_ItalianPizza	A1		LET(\nsheetName, "italianPizza",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_Pasta	A1		LET(\nsheetName, "pasta",\ndataRange,"A:E",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_Ingredients_Lasagna	A1		LET(\nsheetName, "لازانیا",\ndataRange,"A:K",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_SalesData_Starter	A1		LET(\nsheetName, "starter",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_Personel	A1		LET(\nsheetName, "personel",\ndataRange,"A:B",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_Salad	A1		LET(\nsheetName, "salad",\ndataRange,"A:D",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_Fried	A1		LET(\nsheetName, "fried",\ndataRange,"A:H",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_Sandwich	A1		LET(\nsheetName, "sandwich",\ndataRange,"A:L",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_Farangi	A1		LET(\nsheetName, "farangi",\ndataRange,"A:C",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_SalesData_Steak	A1		LET(\nsheetName, "steak",\ndataRange,"A:C",\nIMPORT_FROM_SHEET(SheetsFileId_SalesData,sheetName,dataRange)\n)	1	تاریخ	
Table_Ingredients_ItalianPizza	A1		LET(\nsheetName, "پیتزا ایتالیایی",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_Ingredients_SinglePizza	A1		LET(\nsheetName, "پیتزا سینگل",\ndataRange,"A:X",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_Ingredients_AmericanPizza	A1		LET(\nsheetName, "پیتزا امریکایی",\ndataRange,"A:R",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
Table_Ingredients_Salad	A1		LET(\nsheetName, "سالاد",\ndataRange,"A:R",\nIMPORT_FROM_SHEET(SheetsFileId_Ingredients,sheetName,dataRange)\n)	1	نام	
